file	raw_frequency_field	candidate_sampling_frequency	confidence	reason
/lustre06/project/6001995/raw_original/Data_TON/SUBT01_Session02_2024JUN01/SUBT01_Session02_2024JUN01_Peripheral/SUBT01_Session02_2024JUN01.resp	siemens_literature_default_hypothesis=50.0	50.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Data_TON/SUBT01_Session1_2023NOV25/SUBT01_Session1_2023NOV25-peripheral/SUBT01_TON_Session01_2023NOV25.ecg	ECG Freq Per: 0 0 | PULS Freq Per: 50 1183 | RESP Freq Per: 5 11380 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Data_TON/SUBT01_Session1_2023NOV25/SUBT01_Session1_2023NOV25-peripheral/SUBT01_TON_Session01_2023NOV25.ecg	siemens_literature_default_hypothesis=400.0	400.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Data_TON/SUBT01_Session1_2023NOV25/SUBT01_Session1_2023NOV25-peripheral/SUBT01_TON_Session01_2023NOV25.ext	ECG Freq Per: 0 0 | PULS Freq Per: 0 0 | RESP Freq Per: 0 0 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Data_TON/SUBT01_Session1_2023NOV25/SUBT01_Session1_2023NOV25-peripheral/SUBT01_TON_Session01_2023NOV25.ext2	ECG Freq Per: 0 0 | PULS Freq Per: 0 0 | RESP Freq Per: 0 0 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Data_TON/SUBT01_Session1_2023NOV25/SUBT01_Session1_2023NOV25-peripheral/SUBT01_TON_Session01_2023NOV25.pmu	NA	NA	INVALID	No frequency-related field recovered.
/lustre06/project/6001995/raw_original/Data_TON/SUBT01_Session1_2023NOV25/SUBT01_Session1_2023NOV25-peripheral/SUBT01_TON_Session01_2023NOV25.puls	ECG Freq Per: 0 0 | PULS Freq Per: 0 0 | RESP Freq Per: 0 0 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Data_TON/SUBT01_Session1_2023NOV25/SUBT01_Session1_2023NOV25-peripheral/SUBT01_TON_Session01_2023NOV25.puls	siemens_literature_default_hypothesis=50.0	50.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Data_TON/SUBT01_Session1_2023NOV25/SUBT01_Session1_2023NOV25-peripheral/SUBT01_TON_Session01_2023NOV25.resp	ECG Freq Per: 0 0 | PULS Freq Per: 0 0 | RESP Freq Per: 0 0 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Data_TON/SUBT01_Session1_2023NOV25/SUBT01_Session1_2023NOV25-peripheral/SUBT01_TON_Session01_2023NOV25.resp	siemens_literature_default_hypothesis=50.0	50.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Data_TON/SUBTON02-session1-2025MAR07/peripheral/SUBTON02-session1-2025MAR07.ecg	ECG Freq Per: 0 0 | PULS Freq Per: 55 1072 | RESP Freq Per: 17 3500 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Data_TON/SUBTON02-session1-2025MAR07/peripheral/SUBTON02-session1-2025MAR07.ecg	siemens_literature_default_hypothesis=400.0	400.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Data_TON/SUBTON02-session1-2025MAR07/peripheral/SUBTON02-session1-2025MAR07.ext	ECG Freq Per: 0 0 | PULS Freq Per: 0 0 | RESP Freq Per: 0 0 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Data_TON/SUBTON02-session1-2025MAR07/peripheral/SUBTON02-session1-2025MAR07.ext2	ECG Freq Per: 0 0 | PULS Freq Per: 0 0 | RESP Freq Per: 0 0 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Data_TON/SUBTON02-session1-2025MAR07/peripheral/SUBTON02-session1-2025MAR07.pmu	NA	NA	INVALID	No frequency-related field recovered.
/lustre06/project/6001995/raw_original/Data_TON/SUBTON02-session1-2025MAR07/peripheral/SUBTON02-session1-2025MAR07.puls	ECG Freq Per: 0 0 | PULS Freq Per: 0 0 | RESP Freq Per: 0 0 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Data_TON/SUBTON02-session1-2025MAR07/peripheral/SUBTON02-session1-2025MAR07.puls	siemens_literature_default_hypothesis=50.0	50.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Data_TON/SUBTON02-session1-2025MAR07/peripheral/SUBTON02-session1-2025MAR07.resp	ECG Freq Per: 0 0 | PULS Freq Per: 0 0 | RESP Freq Per: 0 0 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Data_TON/SUBTON02-session1-2025MAR07/peripheral/SUBTON02-session1-2025MAR07.resp	siemens_literature_default_hypothesis=50.0	50.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Glaucoma/SUBG01_Session01_2023AUG23/PhysioData/SUBG01_Glau_Session01_2023AUG23.ecg	ECG Freq Per: 0 0 | PULS Freq Per: 0 0 | RESP Freq Per: 0 0 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Glaucoma/SUBG01_Session01_2023AUG23/PhysioData/SUBG01_Glau_Session01_2023AUG23.ecg	siemens_literature_default_hypothesis=400.0	400.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Glaucoma/SUBG01_Session01_2023AUG23/PhysioData/SUBG01_Glau_Session01_2023AUG23.ext	ECG Freq Per: 0 0 | PULS Freq Per: 0 0 | RESP Freq Per: 0 0 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Glaucoma/SUBG01_Session01_2023AUG23/PhysioData/SUBG01_Glau_Session01_2023AUG23.ext2	ECG Freq Per: 0 0 | PULS Freq Per: 0 0 | RESP Freq Per: 0 0 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Glaucoma/SUBG01_Session01_2023AUG23/PhysioData/SUBG01_Glau_Session01_2023AUG23.pmu	NA	NA	INVALID	No frequency-related field recovered.
/lustre06/project/6001995/raw_original/Glaucoma/SUBG01_Session01_2023AUG23/PhysioData/SUBG01_Glau_Session01_2023AUG23.puls	ECG Freq Per: 0 0 | PULS Freq Per: 0 0 | RESP Freq Per: 0 0 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Glaucoma/SUBG01_Session01_2023AUG23/PhysioData/SUBG01_Glau_Session01_2023AUG23.puls	siemens_literature_default_hypothesis=50.0	50.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Glaucoma/SUBG01_Session01_2023AUG23/PhysioData/SUBG01_Glau_Session01_2023AUG23.resp	ECG Freq Per: 0 0 | PULS Freq Per: 0 0 | RESP Freq Per: 0 0 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Glaucoma/SUBG01_Session01_2023AUG23/PhysioData/SUBG01_Glau_Session01_2023AUG23.resp	siemens_literature_default_hypothesis=50.0	50.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Glaucoma/SUBG01_Session2_2024FEB21/SUBG01_Session2_2024FEB21_physiology/SUBG01-Session2-2024FEB21.ecg	ECG Freq Per: 0 0 | PULS Freq Per: 73 818 | RESP Freq Per: 18 3260 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Glaucoma/SUBG01_Session2_2024FEB21/SUBG01_Session2_2024FEB21_physiology/SUBG01-Session2-2024FEB21.ecg	siemens_literature_default_hypothesis=400.0	400.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Glaucoma/SUBG01_Session2_2024FEB21/SUBG01_Session2_2024FEB21_physiology/SUBG01-Session2-2024FEB21.ext	ECG Freq Per: 0 0 | PULS Freq Per: 140 427 | RESP Freq Per: 13 4340 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Glaucoma/SUBG01_Session2_2024FEB21/SUBG01_Session2_2024FEB21_physiology/SUBG01-Session2-2024FEB21.ext2	ECG Freq Per: 0 0 | PULS Freq Per: 129 462 | RESP Freq Per: 13 4340 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Glaucoma/SUBG01_Session2_2024FEB21/SUBG01_Session2_2024FEB21_physiology/SUBG01-Session2-2024FEB21.pmu	NA	NA	INVALID	No frequency-related field recovered.
/lustre06/project/6001995/raw_original/Glaucoma/SUBG01_Session2_2024FEB21/SUBG01_Session2_2024FEB21_physiology/SUBG01-Session2-2024FEB21.puls	ECG Freq Per: 0 0 | PULS Freq Per: 128 466 | RESP Freq Per: 13 4340 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Glaucoma/SUBG01_Session2_2024FEB21/SUBG01_Session2_2024FEB21_physiology/SUBG01-Session2-2024FEB21.puls	siemens_literature_default_hypothesis=50.0	50.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Glaucoma/SUBG01_Session2_2024FEB21/SUBG01_Session2_2024FEB21_physiology/SUBG01-Session2-2024FEB21.resp	ECG Freq Per: 0 0 | PULS Freq Per: 146 410 | RESP Freq Per: 13 4340 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Glaucoma/SUBG01_Session2_2024FEB21/SUBG01_Session2_2024FEB21_physiology/SUBG01-Session2-2024FEB21.resp	siemens_literature_default_hypothesis=50.0	50.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Glaucoma/SUBG02-Session01-2023SEP13/SUBG02-Session02-2023SEP13-Physiology/SUBG02_Session01_2023SEP13.ecg	ECG Freq Per: 0 0 | PULS Freq Per: 83 716 | RESP Freq Per: 17 3500 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Glaucoma/SUBG02-Session01-2023SEP13/SUBG02-Session02-2023SEP13-Physiology/SUBG02_Session01_2023SEP13.ecg	siemens_literature_default_hypothesis=400.0	400.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Glaucoma/SUBG02-Session01-2023SEP13/SUBG02-Session02-2023SEP13-Physiology/SUBG02_Session01_2023SEP13.ext	ECG Freq Per: 0 0 | PULS Freq Per: 0 0 | RESP Freq Per: 0 0 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Glaucoma/SUBG02-Session01-2023SEP13/SUBG02-Session02-2023SEP13-Physiology/SUBG02_Session01_2023SEP13.ext2	ECG Freq Per: 0 0 | PULS Freq Per: 0 0 | RESP Freq Per: 0 0 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Glaucoma/SUBG02-Session01-2023SEP13/SUBG02-Session02-2023SEP13-Physiology/SUBG02_Session01_2023SEP13.pmu	NA	NA	INVALID	No frequency-related field recovered.
/lustre06/project/6001995/raw_original/Glaucoma/SUBG02-Session01-2023SEP13/SUBG02-Session02-2023SEP13-Physiology/SUBG02_Session01_2023SEP13.puls	ECG Freq Per: 0 0 | PULS Freq Per: 0 0 | RESP Freq Per: 0 0 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Glaucoma/SUBG02-Session01-2023SEP13/SUBG02-Session02-2023SEP13-Physiology/SUBG02_Session01_2023SEP13.puls	siemens_literature_default_hypothesis=50.0	50.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Glaucoma/SUBG02-Session01-2023SEP13/SUBG02-Session02-2023SEP13-Physiology/SUBG02_Session01_2023SEP13.resp	ECG Freq Per: 0 0 | PULS Freq Per: 0 0 | RESP Freq Per: 0 0 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Glaucoma/SUBG02-Session01-2023SEP13/SUBG02-Session02-2023SEP13-Physiology/SUBG02_Session01_2023SEP13.resp	siemens_literature_default_hypothesis=50.0	50.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Glaucoma/SUBG02_SESSION2_2024MAR18/SUBG02_Session2_2024MAR18_peripheral/SUBG02_Session2_2024Mar18.ecg	ECG Freq Per: 0 0 | PULS Freq Per: 79 757 | RESP Freq Per: 16 3660 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Glaucoma/SUBG02_SESSION2_2024MAR18/SUBG02_Session2_2024MAR18_peripheral/SUBG02_Session2_2024Mar18.ecg	siemens_literature_default_hypothesis=400.0	400.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Glaucoma/SUBG02_SESSION2_2024MAR18/SUBG02_Session2_2024MAR18_peripheral/SUBG02_Session2_2024Mar18.ext	ECG Freq Per: 0 0 | PULS Freq Per: 68 875 | RESP Freq Per: 17 3380 | EXT Freq Per: 64 937 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Glaucoma/SUBG02_SESSION2_2024MAR18/SUBG02_Session2_2024MAR18_peripheral/SUBG02_Session2_2024Mar18.ext2	ECG Freq Per: 0 0 | PULS Freq Per: 68 875 | RESP Freq Per: 17 3380 | EXT Freq Per: 64 937 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Glaucoma/SUBG02_SESSION2_2024MAR18/SUBG02_Session2_2024MAR18_peripheral/SUBG02_Session2_2024Mar18.pmu	NA	NA	INVALID	No frequency-related field recovered.
/lustre06/project/6001995/raw_original/Glaucoma/SUBG02_SESSION2_2024MAR18/SUBG02_Session2_2024MAR18_peripheral/SUBG02_Session2_2024Mar18.puls	ECG Freq Per: 0 0 | PULS Freq Per: 68 878 | RESP Freq Per: 17 3380 | EXT Freq Per: 64 937 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Glaucoma/SUBG02_SESSION2_2024MAR18/SUBG02_Session2_2024MAR18_peripheral/SUBG02_Session2_2024Mar18.puls	siemens_literature_default_hypothesis=50.0	50.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Glaucoma/SUBG02_SESSION2_2024MAR18/SUBG02_Session2_2024MAR18_peripheral/SUBG02_Session2_2024Mar18.resp	ECG Freq Per: 0 0 | PULS Freq Per: 68 878 | RESP Freq Per: 18 3160 | EXT Freq Per: 64 937 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Glaucoma/SUBG02_SESSION2_2024MAR18/SUBG02_Session2_2024MAR18_peripheral/SUBG02_Session2_2024Mar18.resp	siemens_literature_default_hypothesis=50.0	50.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Glaucoma/SUBG03-SESSION01-2023OCT14/SUBG03-SESSION01-2023OCT14-peripheral/SUBG03_peripheral.ecg	ECG Freq Per: 0 0 | PULS Freq Per: 67 888 | RESP Freq Per: 0 0 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Glaucoma/SUBG03-SESSION01-2023OCT14/SUBG03-SESSION01-2023OCT14-peripheral/SUBG03_peripheral.ecg	siemens_literature_default_hypothesis=400.0	400.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Glaucoma/SUBG03-SESSION01-2023OCT14/SUBG03-SESSION01-2023OCT14-peripheral/SUBG03_peripheral.ext	ECG Freq Per: 0 0 | PULS Freq Per: 0 0 | RESP Freq Per: 0 0 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Glaucoma/SUBG03-SESSION01-2023OCT14/SUBG03-SESSION01-2023OCT14-peripheral/SUBG03_peripheral.ext2	ECG Freq Per: 0 0 | PULS Freq Per: 0 0 | RESP Freq Per: 0 0 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Glaucoma/SUBG03-SESSION01-2023OCT14/SUBG03-SESSION01-2023OCT14-peripheral/SUBG03_peripheral.pmu	NA	NA	INVALID	No frequency-related field recovered.
/lustre06/project/6001995/raw_original/Glaucoma/SUBG03-SESSION01-2023OCT14/SUBG03-SESSION01-2023OCT14-peripheral/SUBG03_peripheral.puls	ECG Freq Per: 0 0 | PULS Freq Per: 0 0 | RESP Freq Per: 0 0 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Glaucoma/SUBG03-SESSION01-2023OCT14/SUBG03-SESSION01-2023OCT14-peripheral/SUBG03_peripheral.puls	siemens_literature_default_hypothesis=50.0	50.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Glaucoma/SUBG03-SESSION01-2023OCT14/SUBG03-SESSION01-2023OCT14-peripheral/SUBG03_peripheral.resp	ECG Freq Per: 0 0 | PULS Freq Per: 0 0 | RESP Freq Per: 0 0 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Glaucoma/SUBG03-SESSION01-2023OCT14/SUBG03-SESSION01-2023OCT14-peripheral/SUBG03_peripheral.resp	siemens_literature_default_hypothesis=50.0	50.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Glaucoma/SUBG03_Session02_2024APR14/SUBG03_Session02_2024APR14_peripheral/SUBG03_Session02_2024APR24.ecg	ECG Freq Per: 0 0 | PULS Freq Per: 64 937 | RESP Freq Per: 16 3540 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Glaucoma/SUBG03_Session02_2024APR14/SUBG03_Session02_2024APR14_peripheral/SUBG03_Session02_2024APR24.ecg	siemens_literature_default_hypothesis=400.0	400.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Glaucoma/SUBG03_Session02_2024APR14/SUBG03_Session02_2024APR14_peripheral/SUBG03_Session02_2024APR24.ext	ECG Freq Per: 0 0 | PULS Freq Per: 0 0 | RESP Freq Per: 0 0 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Glaucoma/SUBG03_Session02_2024APR14/SUBG03_Session02_2024APR14_peripheral/SUBG03_Session02_2024APR24.ext2	ECG Freq Per: 0 0 | PULS Freq Per: 0 0 | RESP Freq Per: 0 0 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Glaucoma/SUBG03_Session02_2024APR14/SUBG03_Session02_2024APR14_peripheral/SUBG03_Session02_2024APR24.pmu	NA	NA	INVALID	No frequency-related field recovered.
/lustre06/project/6001995/raw_original/Glaucoma/SUBG03_Session02_2024APR14/SUBG03_Session02_2024APR14_peripheral/SUBG03_Session02_2024APR24.puls	ECG Freq Per: 0 0 | PULS Freq Per: 0 0 | RESP Freq Per: 0 0 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Glaucoma/SUBG03_Session02_2024APR14/SUBG03_Session02_2024APR14_peripheral/SUBG03_Session02_2024APR24.puls	siemens_literature_default_hypothesis=50.0	50.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Glaucoma/SUBG03_Session02_2024APR14/SUBG03_Session02_2024APR14_peripheral/SUBG03_Session02_2024APR24.resp	ECG Freq Per: 0 0 | PULS Freq Per: 0 0 | RESP Freq Per: 0 0 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Glaucoma/SUBG03_Session02_2024APR14/SUBG03_Session02_2024APR14_peripheral/SUBG03_Session02_2024APR24.resp	unlabelled_preamble_values=400,600	NA	LOW	Unlabelled integers 400/500/600 appear near header; may be device settings or control codes context. NOT accepted as SamplingFrequency.
/lustre06/project/6001995/raw_original/Glaucoma/SUBG03_Session02_2024APR14/SUBG03_Session02_2024APR14_peripheral/SUBG03_Session02_2024APR24.resp	siemens_literature_default_hypothesis=50.0	50.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Glaucoma/SUBG04-SESSION01-2023OCT15/SUBG04-SESSION01-2023OCT15-Peripheral/subg04_peripheral_2023oct15.ecg	ECG Freq Per: 0 0 | PULS Freq Per: 68 872 | RESP Freq Per: 13 4400 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Glaucoma/SUBG04-SESSION01-2023OCT15/SUBG04-SESSION01-2023OCT15-Peripheral/subg04_peripheral_2023oct15.ecg	siemens_literature_default_hypothesis=400.0	400.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Glaucoma/SUBG04-SESSION01-2023OCT15/SUBG04-SESSION01-2023OCT15-Peripheral/subg04_peripheral_2023oct15.ext	ECG Freq Per: 0 0 | PULS Freq Per: 0 0 | RESP Freq Per: 10 5780 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
