subject	session	run	selected_source	discarded_sources	reason	confidence
sub-004	ses-02	01	November-19-2023_12-48-21_PM__scan_info_for_subject_SUBC04-session2-2023NOV19__selected_run_is_1__fmri_number_is1.mat;fMRI_1.mat;runs_random.mat	November-19-2023_12-42-20_PM__Subject_is_SUBC04-session2-2023NOV19__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-004	ses-02	02	November-19-2023_12-52-30_PM__scan_info_for_subject_SUBC04-session2__selected_run_is_4__fmri_number_is2.mat;fMRI_2.mat;runs_random.mat	November-19-2023_12-48-42_PM__Subject_is_SUBC04-session2__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-004	ses-02	03	November-19-2023_12-56-48_PM__scan_info_for_subject_SUBC04-session2__selected_run_is_2__fmri_number_is3.mat;fMRI_3.mat;runs_random.mat	November-19-2023_12-52-59_PM__Subject_is_SUBC04-session2__sequence_of_stimuli_for_fMRI_number_3_is_3   1   7   8   9   4  12  11   6   2  10   5.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-004	ses-02	04	November-19-2023_ 1-00-52_PM__scan_info_for_subject_SUBC04-session2__selected_run_is_5__fmri_number_is4.mat;fMRI_4.mat;runs_random.mat	November-19-2023_12-57-02_PM__Subject_is_SUBC04-session2__sequence_of_stimuli_for_fMRI_number_4_is_12   3  10   6  11   7   1   2   5   8   9   4.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-004	ses-02	01	November-19-2023_12-48-21_PM__scan_info_for_subject_SUBC04-session2-2023NOV19__selected_run_is_1__fmri_number_is1.mat;fMRI_1.mat;runs_random.mat	November-19-2023_12-42-20_PM__Subject_is_SUBC04-session2-2023NOV19__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-004	ses-02	02	November-19-2023_12-52-30_PM__scan_info_for_subject_SUBC04-session2__selected_run_is_4__fmri_number_is2.mat;fMRI_2.mat;runs_random.mat	November-19-2023_12-48-42_PM__Subject_is_SUBC04-session2__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-004	ses-02	05	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-004	ses-02	06	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-004	ses-02	03	November-19-2023_12-56-48_PM__scan_info_for_subject_SUBC04-session2__selected_run_is_2__fmri_number_is3.mat;fMRI_3.mat;runs_random.mat	November-19-2023_12-52-59_PM__Subject_is_SUBC04-session2__sequence_of_stimuli_for_fMRI_number_3_is_3   1   7   8   9   4  12  11   6   2  10   5.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-004	ses-02	04	November-19-2023_ 1-00-52_PM__scan_info_for_subject_SUBC04-session2__selected_run_is_5__fmri_number_is4.mat;fMRI_4.mat;runs_random.mat	November-19-2023_12-57-02_PM__Subject_is_SUBC04-session2__sequence_of_stimuli_for_fMRI_number_4_is_12   3  10   6  11   7   1   2   5   8   9   4.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-004	ses-02	05	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-004	ses-02	06	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-004	ses-02	07	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-004	ses-02	08	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-005	ses-01	01	May-24-2023_10-49-42_AM__scan_info_for_subject_C05__selected_run_is_1__fmri_number_is1.mat;fMRI_1.mat;runs_random.mat	May-24-2023_10-44-22_AM__Subject_is_C05__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-005	ses-01	02	May-24-2023_10-53-54_AM__scan_info_for_subject_C05__selected_run_is_4__fmri_number_is2.mat;fMRI_2.mat;runs_random.mat	May-24-2023_10-49-55_AM__Subject_is_C05__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-005	ses-01	01	May-24-2023_10-49-42_AM__scan_info_for_subject_C05__selected_run_is_1__fmri_number_is1.mat;fMRI_1.mat;runs_random.mat	May-24-2023_10-44-22_AM__Subject_is_C05__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-005	ses-01	02	May-24-2023_10-53-54_AM__scan_info_for_subject_C05__selected_run_is_4__fmri_number_is2.mat;fMRI_2.mat;runs_random.mat	May-24-2023_10-49-55_AM__Subject_is_C05__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-005	ses-01	03	May-24-2023_10-59-45_AM__scan_info_for_subject_C05__selected_run_is_2__fmri_number_is3.mat;fMRI_3.mat;runs_random.mat	May-24-2023_10-54-10_AM__Subject_is_C05__sequence_of_stimuli_for_fMRI_number_3_is_3   1   7   8   9   4  12  11   6   2  10   5.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-005	ses-01	04	May-24-2023_11-03-48_AM__scan_info_for_subject_C05__selected_run_is_5__fmri_number_is4.mat;fMRI_4.mat;runs_random.mat	May-24-2023_10-59-55_AM__Subject_is_C05__sequence_of_stimuli_for_fMRI_number_4_is_12   3  10   6  11   7   1   2   5   8   9   4.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-005	ses-01	05	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-005	ses-01	06	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-005	ses-01	03	May-24-2023_10-59-45_AM__scan_info_for_subject_C05__selected_run_is_2__fmri_number_is3.mat;fMRI_3.mat;runs_random.mat	May-24-2023_10-54-10_AM__Subject_is_C05__sequence_of_stimuli_for_fMRI_number_3_is_3   1   7   8   9   4  12  11   6   2  10   5.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-005	ses-01	04	May-24-2023_11-03-48_AM__scan_info_for_subject_C05__selected_run_is_5__fmri_number_is4.mat;fMRI_4.mat;runs_random.mat	May-24-2023_10-59-55_AM__Subject_is_C05__sequence_of_stimuli_for_fMRI_number_4_is_12   3  10   6  11   7   1   2   5   8   9   4.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-005	ses-01	05	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-005	ses-01	06	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-005	ses-01	07	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-005	ses-01	08	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-005	ses-01	07	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-005	ses-01	08	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-005	ses-02	01	November-25-2023_ 2-50-34_PM__scan_info_for_subject_SUBC05-Session2__selected_run_is_1__fmri_number_is1.mat;fMRI_1.mat;runs_random.mat	November-25-2023_ 2-44-03_PM__Subject_is_SUBC05-Session2__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-005	ses-02	02	November-25-2023_ 2-54-42_PM__scan_info_for_subject_SUBC05-Session2__selected_run_is_4__fmri_number_is2.mat;fMRI_2.mat;runs_random.mat	November-25-2023_ 2-50-52_PM__Subject_is_SUBC05-Session2__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-005	ses-02	01	November-25-2023_ 2-50-34_PM__scan_info_for_subject_SUBC05-Session2__selected_run_is_1__fmri_number_is1.mat;fMRI_1.mat;runs_random.mat	November-25-2023_ 2-44-03_PM__Subject_is_SUBC05-Session2__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-005	ses-02	02	November-25-2023_ 2-54-42_PM__scan_info_for_subject_SUBC05-Session2__selected_run_is_4__fmri_number_is2.mat;fMRI_2.mat;runs_random.mat	November-25-2023_ 2-50-52_PM__Subject_is_SUBC05-Session2__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-005	ses-02	03	November-25-2023_ 2-58-58_PM__scan_info_for_subject_SUBC05-Session2__selected_run_is_2__fmri_number_is3.mat;fMRI_3.mat;runs_random.mat	November-25-2023_ 2-55-03_PM__Subject_is_SUBC05-Session2__sequence_of_stimuli_for_fMRI_number_3_is_3   1   7   8   9   4  12  11   6   2  10   5.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-005	ses-02	04	November-25-2023_ 3-04-01_PM__scan_info_for_subject_SUBC05-Session2__selected_run_is_5__fmri_number_is4.mat;fMRI_4.mat;runs_random.mat	November-25-2023_ 2-59-18_PM__Subject_is_SUBC05-Session2__sequence_of_stimuli_for_fMRI_number_4_is_12   3  10   6  11   7   1   2   5   8   9   4.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-005	ses-02	05	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-005	ses-02	06	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-005	ses-02	03	November-25-2023_ 2-58-58_PM__scan_info_for_subject_SUBC05-Session2__selected_run_is_2__fmri_number_is3.mat;fMRI_3.mat;runs_random.mat	November-25-2023_ 2-55-03_PM__Subject_is_SUBC05-Session2__sequence_of_stimuli_for_fMRI_number_3_is_3   1   7   8   9   4  12  11   6   2  10   5.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-005	ses-02	04	November-25-2023_ 3-04-01_PM__scan_info_for_subject_SUBC05-Session2__selected_run_is_5__fmri_number_is4.mat;fMRI_4.mat;runs_random.mat	November-25-2023_ 2-59-18_PM__Subject_is_SUBC05-Session2__sequence_of_stimuli_for_fMRI_number_4_is_12   3  10   6  11   7   1   2   5   8   9   4.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-005	ses-02	05	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-005	ses-02	06	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-005	ses-02	07	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-005	ses-02	08	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-006	ses-01	01	May-25-2023_ 9-34-25_AM__scan_info_for_subject_C06__selected_run_is_1__fmri_number_is1.mat;fMRI_1.mat;runs_random.mat	May-25-2023_ 9-27-32_AM__Subject_is_C06__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-006	ses-01	02	May-25-2023_ 9-39-06_AM__scan_info_for_subject_C06__selected_run_is_4__fmri_number_is2.mat;fMRI_2.mat;runs_random.mat	May-25-2023_ 9-34-44_AM__Subject_is_C06__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-006	ses-01	01	May-25-2023_ 9-34-25_AM__scan_info_for_subject_C06__selected_run_is_1__fmri_number_is1.mat;fMRI_1.mat;runs_random.mat	May-25-2023_ 9-27-32_AM__Subject_is_C06__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-006	ses-01	02	May-25-2023_ 9-39-06_AM__scan_info_for_subject_C06__selected_run_is_4__fmri_number_is2.mat;fMRI_2.mat;runs_random.mat	May-25-2023_ 9-34-44_AM__Subject_is_C06__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-006	ses-01	03	May-25-2023_ 9-44-33_AM__scan_info_for_subject_C06__selected_run_is_2__fmri_number_is3.mat;fMRI_3.mat;runs_random.mat	May-25-2023_ 9-40-24_AM__Subject_is_C06__sequence_of_stimuli_for_fMRI_number_3_is_3   1   7   8   9   4  12  11   6   2  10   5.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-006	ses-01	04	May-25-2023_ 9-49-11_AM__scan_info_for_subject_C06__selected_run_is_5__fmri_number_is4.mat;fMRI_4.mat;runs_random.mat	May-25-2023_ 9-44-52_AM__Subject_is_C06__sequence_of_stimuli_for_fMRI_number_4_is_12   3  10   6  11   7   1   2   5   8   9   4.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-006	ses-01	05	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-006	ses-01	06	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-006	ses-01	03	May-25-2023_ 9-44-33_AM__scan_info_for_subject_C06__selected_run_is_2__fmri_number_is3.mat;fMRI_3.mat;runs_random.mat	May-25-2023_ 9-40-24_AM__Subject_is_C06__sequence_of_stimuli_for_fMRI_number_3_is_3   1   7   8   9   4  12  11   6   2  10   5.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-006	ses-01	04	May-25-2023_ 9-49-11_AM__scan_info_for_subject_C06__selected_run_is_5__fmri_number_is4.mat;fMRI_4.mat;runs_random.mat	May-25-2023_ 9-44-52_AM__Subject_is_C06__sequence_of_stimuli_for_fMRI_number_4_is_12   3  10   6  11   7   1   2   5   8   9   4.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-006	ses-01	05	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-006	ses-01	06	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-006	ses-01	07	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-006	ses-01	08	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-006	ses-02	01	December-14-2023_ 5-36-14_PM__scan_info_for_subject_SUBC06__selected_run_is_1__fmri_number_is1.mat;fMRI_1.mat;runs_random.mat	December-14-2023_ 5-29-30_PM__Subject_is_SUBC06__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-006	ses-02	02	December-14-2023_ 5-40-46_PM__scan_info_for_subject_SUBC06__selected_run_is_4__fmri_number_is2.mat;fMRI_2.mat;runs_random.mat	December-14-2023_ 5-36-52_PM__Subject_is_SUBC06__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-006	ses-02	03	December-14-2023_ 5-45-14_PM__scan_info_for_subject_SUBC06__selected_run_is_2__fmri_number_is3.mat;fMRI_3.mat;runs_random.mat	December-14-2023_ 5-41-16_PM__Subject_is_SUBC06__sequence_of_stimuli_for_fMRI_number_3_is_3   1   7   8   9   4  12  11   6   2  10   5.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-006	ses-02	04	December-14-2023_ 5-49-36_PM__scan_info_for_subject_SUBC06__selected_run_is_5__fmri_number_is4.mat;fMRI_4.mat;runs_random.mat	December-14-2023_ 5-45-37_PM__Subject_is_SUBC06__sequence_of_stimuli_for_fMRI_number_4_is_12   3  10   6  11   7   1   2   5   8   9   4.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-006	ses-02	01	December-14-2023_ 5-36-14_PM__scan_info_for_subject_SUBC06__selected_run_is_1__fmri_number_is1.mat;fMRI_1.mat;runs_random.mat	December-14-2023_ 5-29-30_PM__Subject_is_SUBC06__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-006	ses-02	02	December-14-2023_ 5-40-46_PM__scan_info_for_subject_SUBC06__selected_run_is_4__fmri_number_is2.mat;fMRI_2.mat;runs_random.mat	December-14-2023_ 5-36-52_PM__Subject_is_SUBC06__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-006	ses-02	05	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-006	ses-02	06	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-006	ses-02	03	December-14-2023_ 5-45-14_PM__scan_info_for_subject_SUBC06__selected_run_is_2__fmri_number_is3.mat;fMRI_3.mat;runs_random.mat	December-14-2023_ 5-41-16_PM__Subject_is_SUBC06__sequence_of_stimuli_for_fMRI_number_3_is_3   1   7   8   9   4  12  11   6   2  10   5.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-006	ses-02	04	December-14-2023_ 5-49-36_PM__scan_info_for_subject_SUBC06__selected_run_is_5__fmri_number_is4.mat;fMRI_4.mat;runs_random.mat	December-14-2023_ 5-45-37_PM__Subject_is_SUBC06__sequence_of_stimuli_for_fMRI_number_4_is_12   3  10   6  11   7   1   2   5   8   9   4.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-006	ses-02	05	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-006	ses-02	06	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-006	ses-02	07	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-006	ses-02	08	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-007	ses-01	01	May-31-2023_ 2-26-29_PM__scan_info_for_subject_SUBC07__selected_run_is_1__fmri_number_is1.mat;fMRI_1.mat;runs_random.mat	May-31-2023_ 2-20-56_PM__Subject_is_SUBC07__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-007	ses-01	02	May-31-2023_ 2-30-50_PM__scan_info_for_subject_SUBC07__selected_run_is_4__fmri_number_is2.mat;fMRI_2.mat;runs_random.mat	May-31-2023_ 2-26-50_PM__Subject_is_SUBC07__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-007	ses-01	01	May-31-2023_ 2-26-29_PM__scan_info_for_subject_SUBC07__selected_run_is_1__fmri_number_is1.mat;fMRI_1.mat;runs_random.mat	May-31-2023_ 2-20-56_PM__Subject_is_SUBC07__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-007	ses-01	02	May-31-2023_ 2-30-50_PM__scan_info_for_subject_SUBC07__selected_run_is_4__fmri_number_is2.mat;fMRI_2.mat;runs_random.mat	May-31-2023_ 2-26-50_PM__Subject_is_SUBC07__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-007	ses-01	03	May-31-2023_ 2-35-49_PM__scan_info_for_subject_C07__selected_run_is_2__fmri_number_is3.mat;fMRI_3.mat;runs_random.mat	May-31-2023_ 2-31-29_PM__Subject_is_C07__sequence_of_stimuli_for_fMRI_number_3_is_3   1   7   8   9   4  12  11   6   2  10   5.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-007	ses-01	04	May-31-2023_ 2-40-14_PM__scan_info_for_subject_C07__selected_run_is_5__fmri_number_is4.mat;fMRI_4.mat;runs_random.mat	May-31-2023_ 2-36-08_PM__Subject_is_C07__sequence_of_stimuli_for_fMRI_number_4_is_12   3  10   6  11   7   1   2   5   8   9   4.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
